,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,VisitFrequency,cluster,Gender,Age
1111,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,Every three months,0,Female,61
1112,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,3,Once a month,0,Female,31
1113,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,Once a week,0,Male,27
1114,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a week,0,Male,36
1115,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,1,Female,45
1116,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,Every three months,1,Female,53
1117,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Once a year,0,Female,42
1118,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Once a year,0,Female,50
1119,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,2,Once a month,0,Female,51
1120,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Never,1,Male,36
1121,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,-1,More than once a week,1,Female,55
1122,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,Every three months,0,Male,67
1123,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,0,Once a month,0,Male,56
1124,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,Once a year,0,Female,70
1125,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-5,Once a year,1,Female,58
1126,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,1,Male,44
1127,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,-5,Once a year,1,Female,52
1128,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,Once a year,1,Female,61
1129,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,33
1130,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a month,0,Female,30
1131,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Every three months,1,Male,37
1132,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Every three months,0,Male,26
1133,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,0,Once a year,0,Female,65
1134,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,5,Once a month,0,Female,38
1135,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Once a week,0,Female,29
1136,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,-5,Never,1,Female,62
1137,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a week,0,Male,21
1138,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,Once a year,1,Female,35
1139,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5,Every three months,0,Male,27
1140,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,1,Male,19
1141,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,5,Every three months,0,Male,29
1142,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,3,Once a week,0,Male,29
1143,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,0,Male,29
1144,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a week,0,Female,31
1145,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Once a month,0,Female,55
1146,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Every three months,0,Male,36
1147,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,Once a year,0,Female,48
1148,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Every three months,0,Female,23
1149,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,5,Once a month,0,Male,35
1150,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,Never,0,Male,29
1151,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,Every three months,0,Female,52
1152,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,0,Male,32
1153,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,3,Once a week,0,Female,39
1154,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,55
1155,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Once a week,0,Male,41
1156,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Female,55
1157,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,5,Once a month,0,Female,29
1158,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Once a week,0,Male,35
1159,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,5,Once a week,0,Male,44
1160,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1,Every three months,0,Female,60
1161,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,5,Once a month,0,Female,40
1162,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,-5,Once a year,1,Female,45
1163,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,Once a year,1,Female,37
1164,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,5,Once a week,0,Male,30
1165,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,1,Once a month,0,Male,53
1166,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a month,1,Male,33
1167,No,Yes,No,Yes,No,Yes,No,No,No,No,No,-1,Every three months,1,Male,37
1168,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a month,0,Male,33
1169,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,5,Once a week,0,Female,37
1170,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,1,Every three months,0,Male,57
1171,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Female,53
1172,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,3,More than once a week,0,Female,46
1173,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,Every three months,0,Male,62
1174,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,5,Once a month,0,Female,53
1175,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-1,Once a year,1,Male,53
1176,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4,Once a month,0,Female,35
1177,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,-3,Once a year,1,Male,52
1178,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,23
1179,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,Never,1,Female,57
1180,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,Once a week,0,Female,29
1181,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,Once a year,0,Female,35
1182,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Every three months,1,Male,44
1183,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,-5,Every three months,1,Female,57
1184,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,Once a month,0,Male,49
1185,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,4,Once a month,0,Male,63
1186,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,0,Male,50
1187,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,0,Male,69
1188,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,5,Once a week,0,Male,55
1189,No,Yes,No,No,No,Yes,Yes,No,No,No,No,2,Once a week,0,Female,44
1190,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,1,Once a year,0,Female,65
1191,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,3,Every three months,0,Female,30
1192,No,Yes,No,Yes,No,Yes,No,No,No,No,No,-2,Once a year,1,Female,70
1193,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-2,Every three months,1,Female,67
1194,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Every three months,0,Male,60
1195,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,Every three months,0,Female,31
1196,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,Once a week,0,Female,50
1197,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a year,1,Female,66
1198,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,Once a month,0,Male,24
1199,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,3,Once a month,0,Female,50
1200,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a week,0,Female,42
1201,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5,Once a week,0,Female,23
1202,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Once a month,0,Female,24
1203,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Male,57
1204,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,-5,Never,1,Male,64
1205,No,No,No,No,No,Yes,Yes,Yes,No,No,No,1,Once a month,0,Female,63
1206,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-1,Once a year,1,Female,62
1207,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,5,Once a week,0,Female,19
1208,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,5,Every three months,0,Female,22
1209,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,1,Every three months,0,Female,20
1210,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Once a month,0,Female,32
1211,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,Every three months,0,Female,22
1212,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,Once a year,1,Female,28
1213,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,4,Once a month,0,Female,47
1214,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,Once a month,0,Male,63
1215,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,-4,Every three months,1,Male,44
1216,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,1,Once a year,0,Female,27
1217,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,Once a month,1,Male,22
1218,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,Never,1,Female,66
1219,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Every three months,0,Male,68
1220,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,-5,Never,1,Male,59
1221,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,3,Once a month,0,Female,20
1222,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Once a week,0,Female,39
1223,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0,Every three months,1,Female,24
1224,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,3,Once a week,0,Male,49
1225,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-1,Every three months,1,Male,42
1226,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Every three months,0,Female,20
1227,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Once a year,1,Female,27
1228,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,Never,1,Female,22
1229,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Once a year,1,Male,26
1230,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,4,Once a week,0,Male,58
1231,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Once a year,1,Male,35
1232,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Once a week,0,Male,28
1233,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,Never,1,Female,60
1234,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-5,Every three months,1,Female,61
1235,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,Once a month,0,Male,59
1236,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,1,Every three months,0,Female,64
1237,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,Never,0,Female,19
1238,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,-2,Every three months,1,Female,69
1239,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,2,Once a month,0,Male,44
1240,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a week,0,Female,29
1241,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,Every three months,0,Male,27
1242,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,5,Every three months,0,Male,26
1243,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,Once a year,1,Female,59
1244,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,Once a year,1,Male,40
1245,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,5,Once a year,0,Male,32
1246,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,-3,Every three months,1,Female,49
1247,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,2,Every three months,0,Male,58
1248,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,5,Once a week,0,Female,44
1249,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,-2,Every three months,1,Male,54
1250,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Once a week,0,Female,31
1251,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Every three months,0,Female,45
1252,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Every three months,0,Male,50
1253,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,1,Once a month,0,Male,23
1254,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,-3,Once a year,1,Female,45
1255,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,3,Once a week,0,Male,30
1256,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,5,Every three months,0,Male,31
1257,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,2,Every three months,0,Female,40
1258,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,Once a month,0,Male,63
1259,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,Every three months,0,Female,62
1260,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,5,More than once a week,0,Male,22
1261,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Once a month,0,Female,45
1262,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Every three months,0,Female,54
1263,No,No,No,No,No,No,No,No,No,No,No,-5,Never,1,Female,70
1264,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,Once a month,0,Male,40
1265,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,Every three months,1,Male,43
1266,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2,Once a week,0,Male,43
1267,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-2,Once a year,1,Female,47
1268,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,Once a year,1,Female,29
1269,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,0,Female,66
1270,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-1,Every three months,1,Male,22
1271,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Every three months,0,Female,64
1272,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Once a month,0,Male,38
1273,Yes,Yes,No,No,No,No,No,No,No,No,No,-1,Every three months,1,Male,54
1274,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a year,1,Male,42
1275,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,Every three months,1,Female,68
1276,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Female,65
1277,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,Once a month,0,Female,18
1278,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Every three months,0,Female,53
1279,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,Once a month,0,Female,42
1280,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,5,Once a month,0,Female,30
1281,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,Once a year,0,Male,53
1282,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a month,0,Male,27
1283,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a week,0,Male,23
1284,No,No,No,No,No,No,No,No,Yes,No,Yes,-5,Once a year,1,Male,40
1285,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Every three months,0,Male,60
1286,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,0,Once a week,0,Male,59
1287,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,Once a month,1,Male,49
1288,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,Once a month,0,Male,44
1289,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Never,1,Male,62
1290,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,0,Once a month,0,Female,37
1291,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,26
1292,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-4,Once a year,1,Female,58
1293,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,5,Once a week,0,Female,30
1294,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,1,Every three months,0,Female,51
1295,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,3,Once a month,0,Male,60
1296,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,3,Once a month,0,Female,35
1297,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a week,0,Female,60
1298,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-5,Once a year,1,Female,65
1299,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Every three months,0,Female,58
1300,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Male,49
1301,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Every three months,0,Female,58
1302,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,3,Every three months,0,Female,26
1303,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,Every three months,0,Male,59
1304,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,-1,Once a month,1,Female,28
1305,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,1,Every three months,0,Female,24
1306,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,More than once a week,0,Male,36
1307,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,-5,Once a year,1,Male,66
1308,No,Yes,No,No,No,Yes,Yes,No,No,No,No,0,Every three months,0,Male,58
1309,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,Once a month,1,Female,31
1310,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,More than once a week,0,Male,27
1311,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4,Once a week,0,Male,20
1312,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,5,Once a week,0,Male,37
1313,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Once a month,0,Female,34
1314,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Male,47
1315,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Every three months,0,Female,25
1316,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-5,Once a year,1,Male,67
1317,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,4,Once a month,0,Female,57
1318,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a week,0,Female,48
1319,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Once a month,0,Female,64
1320,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Every three months,1,Female,38
1321,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,Once a year,1,Male,44
1322,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,47
1323,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-4,Every three months,1,Female,53
1324,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,5,Once a month,0,Male,37
1325,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,5,Every three months,0,Male,25
1326,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,More than once a week,0,Male,21
1327,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Never,1,Female,60
1328,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,-2,Once a year,1,Female,48
1329,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-4,Once a year,1,Female,38
1330,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Once a month,0,Male,24
1331,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,3,Once a month,0,Male,26
1332,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,Once a week,0,Female,40
1333,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,Once a month,0,Male,62
1334,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Every three months,0,Male,26
1335,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a month,0,Female,65
1336,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,2,Once a month,0,Male,50
1337,No,No,No,No,No,Yes,Yes,No,No,No,No,0,Never,0,Female,26
1338,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,Every three months,1,Female,44
1339,No,Yes,No,Yes,No,Yes,No,No,No,No,No,0,Once a week,0,Male,48
1340,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,Once a month,0,Female,29
1341,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-4,Once a year,1,Female,60
1342,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,5,More than once a week,0,Male,18
1343,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,Once a year,1,Female,37
1344,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,-3,Once a year,1,Female,55
1345,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,Every three months,0,Female,39
1346,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,4,Once a month,0,Male,55
1347,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Every three months,0,Male,18
1348,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,5,Once a week,0,Female,21
1349,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,2,Once a month,0,Male,31
1350,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,Once a month,0,Female,28
1351,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,Once a month,0,Male,39
1352,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Every three months,0,Male,51
1353,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5,Once a week,0,Female,18
1354,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-5,Never,1,Female,44
1355,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,Never,1,Male,66
1356,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,Once a year,1,Female,34
1357,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Every three months,0,Female,53
1358,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,Once a year,1,Male,42
1359,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Every three months,0,Female,38
1360,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,29
1361,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,Every three months,0,Male,57
1362,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,5,Once a week,0,Male,26
1363,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,Once a week,0,Female,30
1364,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,1,Every three months,0,Male,46
1365,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,Every three months,0,Male,61
1366,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a week,0,Male,39
1367,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Every three months,0,Male,62
1368,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4,Once a month,0,Female,43
1369,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,36
1370,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,3,Every three months,0,Female,60
1371,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-4,Once a year,1,Female,54
1372,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a week,0,Male,48
1373,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a month,0,Male,20
1374,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a month,0,Female,27
1375,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,-1,Once a month,1,Female,68
1376,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,Once a month,1,Male,70
1377,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,28
1378,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Female,59
1379,No,Yes,No,No,No,Yes,Yes,No,No,No,No,-2,Once a year,1,Male,45
1380,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,2,Every three months,0,Male,67
1381,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,3,Once a week,0,Female,26
1382,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,1,Male,42
1383,No,Yes,No,No,No,Yes,Yes,No,No,No,No,4,Once a week,0,Male,55
